"",Sr. No.,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson the electoralroll in caseelectoral area isbifurcated","Number of voters assigned topolling station",Number of polling  booths,,,,,,
"",,,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
"",,SAHIWAL M.C.,137040203,-,-,,274,0,274,,,
"",,SAHIWAL M.C.,137040204,-,-,,312,0,312,,,
"",,SAHIWAL M.C.,137040205,-,-,,373,0,373,,,
139 Total,,,,-,-,-,1882,0,1882,4,0,4
310,"GOVERNMENT GIRLS PRIMARYSCHOOOL No.3 MOHALLAH HUSSAIABAD (FEMALE) (T)",SAHIWAL M.C.,137040201,-,-,,0,253,253,0,3,3
"",,SAHIWAL M.C.,137040202,-,-,,0,516,516,,,
"",,SAHIWAL M.C.,137040203,-,-,,0,239,239,,,
"",,SAHIWAL M.C.,137040204,-,-,,0,271,271,,,
"",,SAHIWAL M.C.,137040205,-,-,,0,294,294,,,
140 Total,,,,-,-,-,0,1573,1573,0,3,3
311,"GOVERNMENT GIRLS PRIMARYSCHOOL, NO.3 ARRIANWALA   (COMB)",SAHIWAL M.C.,137040301,-,-,,393,339,732,2,1,3
"",,SAHIWAL M.C.,137040302,-,-,,285,224,509,,,
141 Total,,,,-,-,-,678,563,1241,2,1,3
312,"GOVERNMENT BOYS  PRIMARYSCHOOL,  No.2 NEAR ROZA (MALE) (T)",SAHIWAL M.C.,137040303,-,-,,460,0,460,2,0,2
"",,SAHIWAL M.C.,137040304,-,-,,422,0,422,,,
"",,SAHIWAL M.C.,137040305,-,-,,226,0,226,,,
142 Total,,,,-,-,-,1108,0,1108,2,0,2
313,"GOVERNMENT BOYS PRIMARYSCHOOL,  No.2 NEAR ROZA (FEMALE)(T)",SAHIWAL M.C.,137040303,-,-,,0,401,401,0,2,2
"",,SAHIWAL M.C.,137040304,-,-,,0,345,345,,,
"",,SAHIWAL M.C.,137040305,-,-,,0,225,225,,,
143 Total,,,,-,-,-,0,971,971,0,2,2
314,"GOVERNMENT GIRLS HIGH SCHOOL,CIRCLE ROAD SAHIWAL (MALE) (P)",SAHIWAL M.C.,137040401,-,-,,647,0,647,4,0,4
"",,SAHIWAL M.C.,137040402,-,-,,414,0,414,,,
"",,SAHIWAL M.C.,137040403,-,-,,313,0,313,,,
"",,SAHIWAL M.C.,137040404,-,-,,224,0,224,,,
"",,SAHIWAL M.C.,137040405,-,-,,197,0,197,,,
144 Total,,,,-,-,-,1795,0,1795,4,0,4
315,"GOVERNMENT GIRLS HIGH SCHOOL,CIRCLE ROAD SAHIWAL (FEMALE) (P)",SAHIWAL M.C.,137040401,-,-,,0,518,518,0,3,3
"",,SAHIWAL M.C.,137040402,-,-,,0,343,343,,,
"",,SAHIWAL M.C.,137040403,-,-,,0,276,276,,,
"",,SAHIWAL M.C.,137040404,-,-,,0,181,181,,,
"",,SAHIWAL M.C.,137040405,-,-,,0,157,157,,,
145 Total,,,,-,-,-,0,1475,1475,0,3,3
SAHIWAL M.C.,137040501,-,-,,204,0,204,,,,,
SAHIWAL M.C.,137040502,-,-,,451,0,451,,,,,
146 Total,,,,-,-,-,940,0,940,2,0,2
317,"GOVERNMENT PUBLIC MIDDLESCHOOL NEAR RHC SAHIWAL (MALE)(T)",SAHIWAL M.C.,137040501,-,-,,0,147,147,0,2,2
"",,SAHIWAL M.C.,137040502,-,-,,0,343,343,,,
"",,SAHIWAL M.C.,137040503,-,-,,0,219,219,,,
147 Total,,,,-,-,-,0,709,709,0,2,2
318,"GOVERNMENT BOYS ELEMENTRYSCHOOL NO.3 SAHIWAL NEAR LARRI",SAHIWAL M.C.,137040504,-,-,,230,0,230,1,0,1
"",,SAHIWAL M.C.,137040505,-,-,,366,0,366,,,
148 Total,,,,-,-,-,596,0,596,1,0,1
319,"GOVERNMENT BOYS ELEMENTRYSCHOOL NO.3 SAHIWAL NEAR LARRI",SAHIWAL M.C.,137040504,-,-,,0,196,196,0,1,1
"",,SAHIWAL M.C.,137040505,-,-,,0,291,291,,,
149 Total,,,,-,-,-,0,487,487,0,1,1
320,"GOVERNMENTBOYS PRIMARYSCHOOL NO.6 MAHALLA NAWAN LOKE (MALE) (T)",SAHIWAL M.C.,137040601,-,-,,263,0,263,3,0,3
"",,SAHIWAL M.C.,137040602,-,-,,235,0,235,,,
"",,SAHIWAL M.C.,137040603,-,-,,254,0,254,,,
"",,SAHIWAL M.C.,137040604,-,-,,631,0,631,,,
150 Total,,,,-,-,-,1383,0,1383,3,0,3
321,"GOVERNMENTGIRLS HIGH SCHOOLMOHALLAH        NAWAN LOK E No.2(FEMALE) (T)",SAHIWAL M.C.,137040601,-,-,,0,245,245,0,3,3
"",,SAHIWAL M.C.,137040602,-,-,,0,215,215,,,
"",,SAHIWAL M.C.,137040603,-,-,,0,227,227,,,
"",,SAHIWAL M.C.,137040604,-,-,,0,540,540,,,
151 Total,,,,-,-,-,0,1227,1227,0,3,3
322,"GOVERNMENT BOYS ELEMENTRYSCHOOL NO.3 SAHIWAL NEAR LARRIADA (MALE) (T)",SAHIWAL M.C.,137040701,-,-,,183,0,183,2,0,2
"",,SAHIWAL M.C.,137040702,-,-,,436,0,436,,,
"",,SAHIWAL M.C.,137040703,-,-,,380,0,380,,,
152 Total,,,,-,-,-,999,0,999,2,0,2
323,"GOVERNMENT BOYS ELEMENTRYSCHOOL NO.3 SAHIWAL NEAR LARRIADA (FEMALE) (T)",SAHIWAL M.C.,137040701,-,-,,0,142,142,0,2,2
"",,SAHIWAL M.C.,137040702,-,-,,0,413,413,,,
"",,SAHIWAL M.C.,137040703,-,-,,0,286,286,,,
153 Total,,,,-,-,-,0,841,841,0,2,2
324,"GOVERNMENT BOYS HIGHIERSECONDARY SCHOOL,SAHIWAL(MALE) (P)",SAHIWAL M.C.,137040704,-,-,,284,0,284,2,0,2
"",,SAHIWAL M.C.,137040705,-,-,,281,0,281,,,
"",,SAHIWAL M.C.,137040706,-,-,,206,0,206,,,
154 Total,,,,-,-,-,771,0,771,2,0,2
325,"GOVERNMENT BOYS HIGHIERSECONDARY SCHOOL,SAHIWAL(FEMALE) (P)",SAHIWAL M.C.,137040704,-,-,,0,248,248,0,2,2
"",,SAHIWAL M.C.,137040705,-,-,,0,251,251,,,
"",,SAHIWAL M.C.,137040706,-,-,,0,154,154,,,
155 Total,,,,-,-,-,0,653,653,0,2,2
326,"GOVERNMENT BOYS HIGHIERSECONDARY SCHOOL,SAHIWAL(MALE) (P)",SAHIWAL M.C.,137040801,-,-,,286,0,286,3,0,3
"",,SAHIWAL M.C.,137040802,-,-,,822,0,822,,,
"",,SAHIWAL M.C.,137040803,-,-,,428,0,428,,,
156 Total,,,,-,-,-,1536,0,1536,3,0,3
SAHIWAL M.C.,137040801,-,-,,0,256,256,,,,,
SAHIWAL M.C.,137040802,-,-,,0,671,671,,,,,
157 Total,,,,-,-,-,0,1254,1254,0,3,3
328,"GOVERNMENTBOYS PRIMERY SCHOOLNO.1 NEAR OLD TC OFFICE (SAHIWAL(MALE) (T)",SAHIWAL M.C.,137040804,-,-,,508,0,508,3,0,3
"",,SAHIWAL M.C.,137040805,-,-,,522,0,522,,,
"",,SAHIWAL M.C.,137040806,-,-,,272,0,272,,,
158 Total,,,,-,-,-,1302,0,1302,3,0,3
329,"GOVERNMENT GIRLS VOCATIONALINSTITUTE, SAHIWAL (FEMALE) (T)",SAHIWAL M.C.,137040804,-,-,,0,419,419,0,2,2
"",,SAHIWAL M.C.,137040805,-,-,,0,424,424,,,
"",,SAHIWAL M.C.,137040806,-,-,,0,222,222,,,
159 Total,,,,-,-,-,0,1065,1065,0,2,2
330,"OFFICE OF T.M.A, SAHIWAL   (COMB)(T)",SAHIWAL M.C.,137040605,-,-,,1143,886,2029,2,2,4
160 Total,,,,-,-,-,1143,886,2029,2,2,4
331,"GOVERNMENT BOYS ELEMENTARYSCHOOL NO.1  FAROOKA (MALE) (T)",FAROQA T.C.,137050101,-,-,,528,0,528,4,0,4
"",,FAROQA T.C.,137050102,-,-,,426,0,426,,,
"",,FAROQA T.C.,137050103,-,-,,805,0,805,,,
161 Total,,,,-,-,-,1759,0,1759,4,0,4
332,"GOVERNMENT BOYS ELEMENTARYSCHOOL NO.1  FAROOKA (FEMALE) (T)",FAROQA T.C.,137050101,-,-,,0,410,410,0,3,3
"",,FAROQA T.C.,137050102,-,-,,0,373,373,,,
"",,FAROQA T.C.,137050103,-,-,,0,628,628,,,
162 Total,,,,-,-,-,0,1411,1411,0,3,3
333,"OFCCIE TOWN COMMITTEE FAROOKA(MALE)  (T)",FAROQA T.C.,137050104,-,-,,662,0,662,2,0,2
"",,FAROQA T.C.,137050301,-,-,,474,0,474,,,
163 Total,,,,-,-,-,1136,0,1136,2,0,2
334,"OFCCIE TOWN COMMITTEE FAROOKA(FEMALE)  (T)",FAROQA T.C.,137050104,-,-,,0,552,552,0,2,2
"",,FAROQA T.C.,137050301,-,-,,0,418,418,,,
164 Total,,,,-,-,-,0,970,970,0,2,2
335,"GOVERNMENT BOYS HIGH SCHOOL,FAROOKA  (COMB)  (P)",FAROQA T.C.,137050201,-,-,,514,385,899,2,2,4
"",,FAROQA T.C.,137050202,-,-,,321,255,576,,,
"",,FAROQA T.C.,137050207,-,-,,163,178,341,,,
165 Total,,,,-,-,-,998,818,1816,2,2,4
336,"GOVERNMENT GIRLS  HIGH SCHOOL,FAROOKA  (COMB)  (P)",FAROQA T.C.,137050203,-,-,,519,366,885,2,1,3
"",,FAROQA T.C.,137050204,-,-,,309,264,573,,,
166 Total,,,,-,-,-,828,630,1458,2,1,3
337,"GOVERNMENT BOYS HIGH SCHOOL,FAROOKA  (COMB)  (P)",FAROQA T.C.,137050205,-,-,,325,285,610,2,2,4
"",,FAROQA T.C.,137050206,-,-,,440,402,842,,,
167 Total,,,,-,-,-,765,687,1452,2,2,4
338,"GOVERNMENT BOYS PRIMARYSCHOOL MANGLA BASTI  (COMB) (T)",FAROQA T.C.,137050302,-,-,,1011,724,1735,2,2,4
168 Total,,,,-,-,-,1011,724,1735,2,2,4
FAROQA T.C.,137050303,-,-,,554,0,554,,,,,
FAROQA T.C.,137050304,-,-,,370,0,370,,,,,
169 Total,,,,-,-,-,1437,0,1437,3,0,3
340,"GOVERNMENT GIRLS ELEMENTARYSCHOOL KALYAR (FEMALE) (T)",FAROQA T.C.,137050303,-,-,,0,451,451,0,2,2
"",,FAROQA T.C.,137050304,-,-,,0,299,299,,,
"",,FAROQA T.C.,137050305,-,-,,0,408,408,,,
170 Total,,,,-,-,-,0,1158,1158,0,2,2
341,"GOVT GIRLS COLLEGE FOR WOMENFAROOKA  (COMB) (P)",FAROQA T.C.,137050306,-,-,,522,386,908,2,1,3
"",,FAROQA T.C.,137050307,-,-,,324,219,543,,,
171 Total,,,,-,-,-,846,605,1451,2,1,3
"",Sr. No.,No. and Name of Polling Station,In Case of Rural Areas,In Case of Urban Areas,"S. No. of voterson the electoralroll in caseelectoral area is",,Number of polling  booths,,,,,,
"",,,Name of Electoral Areas,"Census BlockCode",Name of Electoral Areas,"Census BlockCode",Male,Female,Total,Male,Female,Total,
"",1,2,3,4,5,6,7,8,9,10,11,12,13
"",1,"GOVERNMENT GIRLS  PRIMARYSCHOOL BHARTH  (T)",BHARTH,136030101,-,-,,499,396,895,1,1,2
"",,,JHOK NANGIANI,136030902,-,-,,5,2,7,,,
"",1 Total,,,,-,-,-,504,398,902,1,1,2
"",2,"GOVERNMENT GIRLS  MIDDLESCHOOL GHANGWAL    (T)",GHANGWAL,136030102,-,-,,367,272,639,2,1,3
"",,,GHANGWAL,136030103,-,-,,321,299,620,,,
"",2 Total,,,,-,-,-,688,571,1259,2,1,3
"",3,"GOVERNMENT GIRLS  MIDDLESCHOOL GHANGWAL   (T)",GHANGWAL,136030104,-,-,,158,118,276,1,1,2
"",,,GHANGWAL,136030105,-,-,,491,398,889,,,
"",3 Total,,,,-,-,-,649,516,1165,1,1,2
"",4,"GOVERNMENT GIRLS  PRIMARYSCHOOL PACHANI  (T)",PACHANI,136030106,-,-,,478,453,931,1,1,2
"",4 Total,,,,-,-,-,478,453,931,1,1,2
"",5,"GOVERNMENT GIRLS  PRIMARYSCHOOL DHAKWAN  (T)",DHAKWAN,136030201,-,-,,304,240,544,2,2,4
"",,,DHAKWAN,136030202,-,-,,431,350,781,,,
"",,,DHAKWAN,136030203,-,-,,309,238,547,,,
"",5 Total,,,,-,-,-,1044,828,1872,2,2,4
"",6,"GOVERNMENT BOYS PRIMARYSCHOOL MEGHA KADHI  (T)",MEGA KADHI,136030301,-,-,,394,339,733,2,1,3
"",,,MEGA KADHI,136030302,-,-,,323,278,601,,,
"",6 Total,,,,-,-,-,717,617,1334,2,1,3
"",7,"GOVERNMENT BOYS HIGH SCHOOLBIRBAL (P)",BAIRBAL,136030303,-,-,,513,425,938,2,2,4
"",,,BAIRBAL,136030304,-,-,,250,248,498,,,
"",,,BAIRBAL,136030305,-,-,,228,193,421,,,
"",7 Total,,,,-,-,-,991,866,1857,2,2,4
"",BIRBAL (P),BAIRBAL,136030307,-,-,,319,295,614,,,
8 Total,,,,-,-,-,754,693,1447,2,2,4
9,"GOVERNMENT GIRLS PRIMARYSCHOOL SULTAN PUR  (T)",SULTAN PUR,136030401,-,-,,82,52,134,2,2,4
"",,SULTAN PUR,136030402,-,-,,481,345,826,,,
"",,RAKH SAHNU,136030403,-,-,,212,156,368,,,
"",,SAHNU,136030404,-,-,,157,126,283,,,
9 Total,,,,-,-,-,932,679,1611,2,2,4
10,"GOVERNMENT BOYS PRIMARYSCHOOL KOT KHUDA BAKHSH  (T)",KOT KHUDA BUX,136030405,-,-,,608,472,1080,2,1,3
"",,ISLAMPURA,136030406,-,-,,178,136,314,,,
10 Total,,,,-,-,-,786,608,1394,2,1,3
11,"GOVERNMENT BOYS PRIMARYSCHOOL KO KAMBOH  (T)",KOTLI AWAN,136030501,-,-,,251,215,466,2,1,3
"",,KOT KAMBOH,136030502,-,-,,214,148,362,,,
"",,KOT KAMBOH,136030503,-,-,,279,236,515,,,
11 Total,,,,-,-,-,744,599,1343,2,1,3
12,"GOVERNMENTGIRLS PRIMARYSCHOOL KO KAMBOH  (T)",KOT KAMBOH,136030504,-,-,,497,448,945,2,2,4
"",,KOT KAMBOH,136030505,-,-,,280,259,539,,,
"",,KOT KAMBOH,136030506,-,-,,189,147,336,,,
12 Total,,,,-,-,-,966,854,1820,2,2,4
13,"GOVERNMENT BOYS PRIMARYSCHOOL KHURSHID  (T)",KHURSHID,136030507,-,-,,585,511,1096,2,2,4
"",,KHURSHID,136030508,-,-,,271,238,509,,,
"",,CHAK JHAWRIAN,136030901,-,-,,74,60,134,,,
"",,SHER KOT,136030906,-,-,,12,4,16,,,
13 Total,,,,-,-,-,942,813,1755,2,2,4
14,"GOVERNMENT GIRLS  PRIMARYSCHOOL KOT PEHLWAN  (T)",KOT PEHLWAN,136030601,-,-,,182,173,355,2,2,4
"",,KOT PEHLWAN,136030602,-,-,,721,574,1295,,,
14 Total,,,,-,-,-,903,747,1650,2,2,4
15,"GOVERNMENT BOYS  PRIMARYSCHOOL KOT PEHLWAN  (T)",KOT PEHLWAN,136030603,-,-,,450,358,808,2,2,4
"",,KOT PEHLWAN,136030604,-,-,,348,257,605,,,
"",,KOT PEHLWAN,136030605,-,-,,209,224,433,,,
15 Total,,,,-,-,-,1007,839,1846,2,2,4
16,"GOVERNMENT GIRLS  PRIMARYSCHOOL CHAK SHEIKHA  (T)",CHAK SHEIKHA,136030701,-,-,,57,45,102,1,1,2
"",,CHAK SHEIKHA,136030702,-,-,,498,460,958,,,
16 Total,,,,-,-,-,555,505,1060,1,1,2
17,"GOVERNMENT BOYS PRIMARYSCHOOL KAHOOT  (T)",KAHOOT,136030703,-,-,,77,53,130,2,2,4
"",,KAHOOT,136030704,-,-,,518,465,983,,,
"",,BASRA,136030705,-,-,,359,278,637,,,
"",,KAWANROLI,136031105,-,-,,52,25,77,,,
17 Total,,,,-,-,-,1006,821,1827,2,2,4
18,"GOVERNMENT BOYS HIGH SCHOOLKHAWAJABAD (P)",KHOWAJABAD,136030801,-,-,,117,96,213,2,1,3
KHOWAJABAD,136030802,-,-,,270,195,465,,,,,
KHOWAJABAD,136030804,-,-,,281,212,493,,,,,
19,"GOVERNMENT GIRLS PRIAMRYSCHOOL KHAWAJABAD  (T)",KHOWAJABAD,136030803,-,-,,730,581,1311,2,1,3
19 Total,,,,-,-,-,730,581,1311,2,1,3
20,"GOVERNMENTGIRLS PRIMRY SCHOOLKUDLATHI KADHI  (T)",KUDLATHI LAKHI,136030903,-,-,,450,393,843,2,2,4
"",,KUDLATHI LAKHI,136030904,-,-,,292,277,569,,,
20 Total,,,,-,-,-,742,670,1412,2,2,4
21,"GOVERNMENT BOYS PRIMRY SCHOOLSAIDAL  (T)",SAIDAL,136030905,-,-,,489,392,881,1,1,2
21 Total,,,,-,-,-,489,392,881,1,1,2
22,"GOVERNMENTGIRLS PRIMRY SCHOOLKAKEYWALA  (T)",KAKKEWALA,136031001,-,-,,396,364,760,1,1,2
22 Total,,,,-,-,-,396,364,760,1,1,2
23,"GOVERNMENT GIRLS PRIMRY SCHOOLRAWAL  (T)",RAWAL,136031002,-,-,,521,444,965,2,1,3
"",,RAWAL,136031003,-,-,,207,155,362,,,
23 Total,,,,-,-,-,728,599,1327,2,1,3
24,"GOVERNMENT GIRLS PRIAMRYSCHOOL DHUDIAN  (T)",DHODHI,136031101,-,-,,466,366,832,1,1,2
"",,DHODHI,136031102,-,-,,160,116,276,,,
24 Total,,,,-,-,-,626,482,1108,1,1,2
25,"GOVERNMENT GIRLS MIDDLE SCHOOLSADA KAMBOH (P)",SADA KAMBOH,136031103,-,-,,768,646,1414,2,1,3
25 Total,,,,-,-,-,768,646,1414,2,1,3
26,"GOVERNMENT BOYS PRIMARYSCHOOL NO.1 SADA KAMBOH  (T)",SADA KAMBOH,136031104,-,-,,393,364,757,1,1,2
26 Total,,,,-,-,-,393,364,757,1,1,2
27,"GOVERNMENT BOYS HIGH SCHOOL,KOT BHAII KHAN (P)",CHAK KOT BHAI KHAN,136031201,-,-,,13,0,13,2,0,2
"",,KOT BHAI KHAN,136031202,-,-,,365,0,365,,,
"",,KOT BHAI KHAN,136031203,-,-,,27,0,27,,,
"",,KOT BHAI KHAN,136031204,-,-,,369,0,369,,,
"",,KOT BHAI KHAN,136031206,-,-,,382,0,382,,,
27 Total,,,,-,-,-,1156,0,1156,2,0,2
28,"(311) GOVERNMENT BOYS HIGHSCHOOL, KOT BHAII KHAN (P)",CHAK KOT BHAI KHAN,136031201,-,-,,0,13,13,0,2,2
"",,KOT BHAI KHAN,136031202,-,-,,0,330,330,,,
"",,KOT BHAI KHAN,136031203,-,-,,0,23,23,,,
"",,KOT BHAI KHAN,136031204,-,-,,0,328,328,,,
"",,KOT BHAI KHAN,136031206,-,-,,0,305,305,,,
28 Total,,,,-,-,-,0,999,999,0,2,2
29 Total,,,,-,-,-,0,1200,1200,0,3,3
30,"GOVERNMENT GIRLS MIDDLESCHOOL, KOT BHAII KHAN (P)",KOT BHAI KHAN,136031205,-,-,,1395,0,1395,3,0,3
30 Total,,,,-,-,-,1395,0,1395,3,0,3
31,"OFFICE OF UNION COUNCIL          KOTBHAI KHAN  (T)",KOT BHAI KHAN,136031207,-,-,,98,42,140,2,2,4
"",,KOT BHAI KHAN,136031208,-,-,,422,377,799,,,
"",,KOT BHAI KHAN,136031209,-,-,,115,69,184,,,
"",,KOT BHAI KHAN,136031210,-,-,,167,108,275,,,
"",,KOT BHAI KHAN,136031213,-,-,,275,237,512,,,
31 Total,,,,-,-,-,1077,833,1910,2,2,4
32,"GOVERNMENT GIRLS PRIAMRYSCHOOL CHAK UMAR  (T)",CHAK UMER,136031211,-,-,,344,273,617,2,1,3
"",,CHAK UMER,136031212,-,-,,352,217,569,,,
32 Total,,,,-,-,-,696,490,1186,2,1,3
33,"GOVERNMENT BOYS PRIMARYSCHOOL CHACHAR (MALE)  (T)",BELA SADHEER,136031301,-,-,,2,0,2,3,0,3
"",,KACHI SADHEER,136031302,-,-,,0,0,0,,,
"",,CHACHAR,136031303,-,-,,601,0,601,,,
"",,CHACHAR,136031304,-,-,,186,0,186,,,
"",,CHACHAR,136031305,-,-,,399,0,399,,,
"",,CHAK SAID RAHMAN,136031306,-,-,,4,0,4,,,
"",,SAID RAHMAN,136031307,-,-,,139,0,139,,,
33 Total,,,,-,-,-,1331,0,1331,3,0,3
34,"GOVERNMENT GIRLS MIDDLE SCHOOLCHACHAR  (FEMALE) (P)",BELA SADHEER,136031301,-,-,,0,0,0,0,2,2
"",,KACHI SADHEER,136031302,-,-,,0,0,0,,,
"",,CHACHAR,136031303,-,-,,0,370,370,,,
"",,CHACHAR,136031304,-,-,,0,351,351,,,
"",,CHACHAR,136031305,-,-,,0,307,307,,,
"",,CHAK SAID RAHMAN,136031306,-,-,,0,3,3,,,
"",,SAID RAHMAN,136031307,-,-,,0,117,117,,,
34 Total,,,,-,-,-,0,1148,1148,0,2,2
35,"GOVERNMENT BOYS HIGH SCHOOLKALRA (P)",KALRA,136031501,-,-,,435,342,777,1,1,2
"",,KALRA,136031502,-,-,,158,147,305,,,
35 Total,,,,-,-,-,593,489,1082,1,1,2
36,"GOVERNMENT BOYS HIGH SCHOOLKALRA (P)",KALRA,136031503,-,-,,210,166,376,2,2,4
"",,KALRA,136031504,-,-,,688,584,1272,,,
36 Total,,,,-,-,-,898,750,1648,2,2,4
37,"GOVERNMENT GIRLS MIDDLE SCHOOLKALRA (P)",MAHAMAD TALLA,136031401,-,-,,247,179,426,1,1,2
"",,KALRA,136031505,-,-,,333,269,602,,,
37 Total,,,,-,-,-,580,448,1028,1,1,2
38,"GOVERNMENT BOYS HIGH SCHOOLKALARA  (T)",KALRA,136031506,-,-,,159,0,159,3,0,3
"",,KALRA,136031507,-,-,,524,0,524,,,
"",,KALRA,136031508,-,-,,557,0,557,,,
38 Total,,,,-,-,-,1240,0,1240,3,0,3
39,SCHOOL KALARA  (T),KALRA,136031507,-,-,,0,321,321,0,2,2
"",,KALRA,136031508,-,-,,0,549,549,,,
39 Total,,,,-,-,-,0,1015,1015,0,2,2
40,"GOVERNMENT BOYS PRIMARYSCHOOL HAYATPUR  (T)",KALRA,136031509,-,-,,602,440,1042,1,1,2
40 Total,,,,-,-,-,602,440,1042,1,1,2
41,"GOVERNMENT BOYS PRIMARYSCHOOL HAYAT PUR (MALE)  (T)",KALRA,136031510,-,-,,386,289,675,2,1,3
"",,KALRA,136031511,-,-,,328,228,556,,,
41 Total,,,,-,-,-,714,517,1231,2,1,3
42,"GOVERNMENT BOYS PRIMARYSCHOOL MANKEYWALA (MALE)  (T)",KALRA,136031512,-,-,,831,0,831,3,0,3
"",,KALRA,136031513,-,-,,634,0,634,,,
"",,KALRA,136031514,-,-,,131,0,131,,,
42 Total,,,,-,-,-,1596,0,1596,3,0,3
43,"GOVERNMENT GIRLS PRIMARYSCHOOL MANKEWALA (FEMALE)  (T)",KALRA,136031512,-,-,,0,492,492,0,3,3
"",,KALRA,136031513,-,-,,0,440,440,,,
"",,KALRA,136031514,-,-,,0,296,296,,,
43 Total,,,,-,-,-,0,1228,1228,0,3,3
44,"GOVERNMENT MODEL HIGH  SCHOOL,JHAWARIAN (MALE)   (T)",JHAWARIAN T.C.,136070101,-,-,,581,0,581,3,0,3
"",,JHAWARIAN T.C.,136070102,-,-,,471,0,471,,,
"",,JHAWARIAN T.C.,136070103,-,-,,255,0,255,,,
44 Total,,,,-,-,-,1307,0,1307,3,0,3
45,"GOVERNMENT MODEL HIGHSECONDRY SCHOOL, JHAWARIAN(FEMALE)   (T)",JHAWARIAN T.C.,136070101,-,-,,0,472,472,0,2,2
"",,JHAWARIAN T.C.,136070102,-,-,,0,371,371,,,
"",,JHAWARIAN T.C.,136070103,-,-,,0,231,231,,,
45 Total,,,,-,-,-,0,1074,1074,0,2,2
46,"GOVERNMENT GIRLS MIDDLE SCHOOLJHAWARIAN  (MALE) (P)",JHAWARIAN T.C.,136070104,-,-,,520,0,520,2,0,2
"",,JHAWARIAN T.C.,136070105,-,-,,357,0,357,,,
"",,JHAWARIAN T.C.,136070201,-,-,,293,0,293,,,
46 Total,,,,-,-,-,1170,0,1170,2,0,2
47,"GOVERNMENT GIRLS  MIDDLESCHOOL JHAWARIAN  (FEMALE) (P)",JHAWARIAN T.C.,136070104,-,-,,0,435,435,0,2,2
"",,JHAWARIAN T.C.,136070105,-,-,,0,305,305,,,
"",,JHAWARIAN T.C.,136070201,-,-,,0,254,254,,,
47 Total,,,,-,-,-,0,994,994,0,2,2
48,"GOVERNMENT BOYS MODEL HIGHSCHOOL, JHAWARIAN (MALE) (P)",JHAWARIAN T.C.,136070202,-,-,,515,0,515,3,0,3
"",,JHAWARIAN T.C.,136070203,-,-,,233,0,233,,,
"",,JHAWARIAN T.C.,136070204,-,-,,429,0,429,,,
"",,JHAWARIAN T.C.,136070205,-,-,,267,0,267,,,
48 Total,,,,-,-,-,1444,0,1444,3,0,3
49,"GOVERNMENT BOYS MODEL HIGHSCHOOL, JHAWARIAN (FEMALE) (P)",JHAWARIAN T.C.,136070202,-,-,,0,377,377,0,2,2
JHAWARIAN T.C.,136070203,-,-,,0,157,157,,,,,
JHAWARIAN T.C.,136070204,-,-,,0,324,324,,,,,
JHAWARIAN T.C.,136070205,-,-,,0,216,216,,,,,
50,"GOVERNMENT GIRLS MIDDLE SCHOOLJHAWARIAN CHAK MOSA (MALE) (P)",JHAWARIAN T.C.,136070301,-,-,,653,0,653,2,0,2
"",,JHAWARIAN T.C.,136070302,-,-,,377,0,377,,,
50 Total,,,,-,-,-,1030,0,1030,2,0,2
51,"(331) GOVERNMENT GIRLS MIDDLESCHOOL JHAWARIAN CHAK MOSA",JHAWARIAN T.C.,136070303,-,-,,552,0,552,2,0,2
"",,JHAWARIAN T.C.,136070304,-,-,,493,0,493,,,
51 Total,,,,-,-,-,1045,0,1045,2,0,2
52,"GOVERNMENT GIRLS MIDDLE SCHOOLCHAK MOUSA (FEMALE) (P)",JHAWARIAN T.C.,136070301,-,-,,0,528,528,0,3,3
"",,JHAWARIAN T.C.,136070302,-,-,,0,305,305,,,
"",,JHAWARIAN T.C.,136070303,-,-,,0,426,426,,,
"",,JHAWARIAN T.C.,136070304,-,-,,0,390,390,,,
52 Total,,,,-,-,-,0,1649,1649,0,3,3
53,"GOVERNMENT GIRLS PRIMARYSCHOOL JHAWARIAN (COMBINED)  (T)",JHAWARIAN T.C.,136070403,-,-,,241,196,437,2,2,4
"",,JHAWARIAN T.C.,136070404,-,-,,194,180,374,,,
"",,JHAWARIAN T.C.,136070405,-,-,,532,420,952,,,
53 Total,,,,-,-,-,967,796,1763,2,2,4
54,"GOVERNMENT BOYS PRIMARYSCHOOL NO.2 JHAWARIAN (MALE)  (T)",JHAWARIAN T.C.,136070401,-,-,,326,0,326,2,0,2
"",,JHAWARIAN T.C.,136070402,-,-,,114,0,114,,,
"",,JHAWARIAN T.C.,136070501,-,-,,276,0,276,,,
"",,JHAWARIAN T.C.,136070502,-,-,,415,0,415,,,
54 Total,,,,-,-,-,1131,0,1131,2,0,2
55,"GOVERNMENT BOYS PRIMARYSCHOOL NO.2 JHAWARIAN (FEMALE)(T)",JHAWARIAN T.C.,136070401,-,-,,0,304,304,0,2,2
"",,JHAWARIAN T.C.,136070402,-,-,,0,98,98,,,
"",,JHAWARIAN T.C.,136070501,-,-,,0,229,229,,,
"",,JHAWARIAN T.C.,136070502,-,-,,0,321,321,,,
55 Total,,,,-,-,-,0,952,952,0,2,2
